fontTitleLarge,google-symbols,V56sed,CpfJee,hfpxzc href,xxVWCe,qBF1Pd,MW4etd,UY7F9,W4Efsd,W4Efsd (2),W4Efsd (3),UsdlK,lcr4fd href,Cw1rxd,R8c4Qb,Cw1rxd (2),R8c4Qb (2),W4Efsd (4),W4Efsd (5),W4Efsd (6),doJOZc,W4Efsd (7),e4rVHe,qBF1Pd (2),ah5Ghc,M4A5Cf,ah5Ghc (2)
,,,,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A3%D8%AD%D9%85%D8%AF+%D8%A7%D8%A8%D9%88+%D8%B1%D9%88%D8%A7%D8%B4%E2%80%AD/data=!4m7!3m6!1s0x14f5949651405959:0x413e9890d32524de!8m2!3d31.093007!4d29.7632915!16s%2Fg%2F11fl7_9l2g!19sChIJWVlAUZaU9RQR3iQl05CYPkE?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور أحمد ابو رواش,دكتور أحمد ابو رواش,,,جرّاح أوعية دموية,·,بجوار شارع سالم عيد، طريق اسكندرية مطروح، ك٢١,010 06832003,,,Directions,,,·,Closed,· Opens 7 PM,,,No reviews,,,,
,,,,https://www.google.com/maps/place/Infinity+Dental+Center+-+%D9%85%D8%B1%D9%83%D8%B2+%D8%A5%D9%86%D9%81%D9%8A%D9%86%D9%8A%D8%AA%D9%8A+%D9%84%D8%B7%D8%A8+%D8%A7%D9%84%D8%A3%D8%B3%D9%86%D8%A7%D9%86%E2%80%AD/data=!4m7!3m6!1s0x14f5951ed1a421cf:0x31c7e6d40c6e7d9!8m2!3d31.105177!4d29.7801266!16s%2Fg%2F11h6xlyvhb!19sChIJzyGk0R6V9RQR2efGQG1-HAM?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Infinity Dental Center - مركز إنفينيتي لطب الأسنان,Infinity Dental Center - مركز إنفينيتي لطب الأسنان,4.8,(23),عِيادة أسنان,·,Closed,3020444,http://facebook.com/infinitydentalC,,Website,,Directions,Alexandria - Marsa Matrouh Rd,·,· Opens 11 AM,,,,,,,
,,,,https://www.google.com/maps/place/Dawood+Dental+Care/data=!4m7!3m6!1s0x14f5950a91c92465:0x21e14ed65f3e3bdd!8m2!3d31.093376!4d29.7635668!16s%2Fg%2F11t0m4d3hp!19sChIJZSTJkQqV9RQR3Ts-X9ZO4SE?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Dawood Dental Care,,3.5,(19),عِيادة أسنان,·,Closed,012 04900040,https://www.facebook.com/DrIslamDawood,,Website,,Directions,"Above Abu Dahi Juices, 1 Salem Eid, 5 Alexandria Matrouh Main Road",·,· Opens 11 AM,,,,Dawood Dental Care,,,
,,,,https://www.google.com/maps/place/%D8%B5%D9%8A%D8%AF%D9%84%D9%8A%D8%A7%D8%AA+%D8%AF.+%D8%A7%D8%B3%D8%A7%D9%85%D8%A9+%D8%A7%D9%84%D8%B7%D9%8A%D8%A8%D9%89%E2%80%AD/data=!4m7!3m6!1s0x14f5955ff21e1415:0x7058efcaaf0586c5!8m2!3d31.0944537!4d29.765316!16s%2Fg%2F11fk1drt63!19sChIJFRQe8l-V9RQRxYYFr8rvWHA?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,صيدليات د. اسامة الطيبى,صيدليات د. اسامة الطيبى,4.0,(27),صيدلية,·,"كم 16.5 طريق اسكندرية مطروح, Al Hanouvel",03 4391606,https://www.facebook.com/TAYPHARMACIES,,Website,,Directions,Open 24 hours,·,,,,,,In-store pick-up,·,Delivery
,,,,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%B7%D8%A7%D8%B1%D9%82+%D8%A7%D9%84%D9%85%D9%87%D8%AF%D8%A7%D9%88%D9%89%E2%80%AD/data=!4m7!3m6!1s0x14f594bf50fcdce5:0xa9dfaa0cd3319bb8!8m2!3d31.1164907!4d29.7927758!16s%2Fg%2F11fks28d0t!19sChIJ5dz8UL-U9RQRuJsx0wyq36k?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور طارق المهداوى,دكتور طارق المهداوى,3.4,(5),طبيب أمراض نسائية و توليد,·,"مقابل ميدان الهانوفيل, Alexandria - Marsa Matrouh Rd",010 30802170,,,Directions,,,·,Closed,· Opens 11 AM Wed,,,,,,,
,,,,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%AD%D9%85%D8%AF+%D9%85%D8%AC%D8%AF%D9%89%E2%80%AD/data=!4m7!3m6!1s0x14f594bf4ff39c0d:0x22390214c0a6f78c!8m2!3d31.0977548!4d29.7708591!16s%2Fg%2F11h10bh9zx!19sChIJDZzzT7-U9RQRjPemwBQCOSI?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور محمد مجدى,دكتور محمد مجدى,,,طبيب,·,3QXC+485، طريق اسكندرية مطروح،,010 30802170,,,Directions,,,·,Closed,· Opens 4 PM,,,No reviews,,,,
,,,,https://www.google.com/maps/place/Nova+Dental+Art/data=!4m7!3m6!1s0x14f5939d4e59fc97:0x7c9cbdc19cbbd8ab!8m2!3d31.0812421!4d29.7395975!16s%2Fg%2F11vzy8bn04!19sChIJl_xZTp2T9RQRq9i7nMG9nHw?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Nova Dental Art,,5.0,(2),عِيادة أسنان,·,طريق اسكندرية مطروح الكيلو ٢١ الشارع الرئيسي Alexandria,011 18617646,https://www.facebook.com/AllahQamr?mibextid=LQQJ4d,,Website,,Directions,Closed,·,· Opens 2 PM,,,,Nova Dental Art,,,
,,,,https://www.google.com/maps/place/%D9%85%D8%B9%D9%85%D9%84+%D8%A7%D9%84%D8%AA%D8%AD%D8%A7%D9%84%D9%8A%D9%84+%D8%A7%D9%84%D8%B7%D8%A8%D9%8A%D8%A9+%D8%AF%D9%83%D8%AA%D9%88%D8%B1%2F+%D9%85%D8%AD%D9%85%D8%AF+%D8%AE%D8%B6%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x14f594d226d94adb:0xbf99ad76fb05cce1!8m2!3d31.1074119!4d29.7833078!16s%2Fg%2F11h00pg1ys!19sChIJ20rZJtKU9RQR4cwF-3atmb8?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,معمل التحاليل الطبية دكتور/ محمد خضر,معمل التحاليل الطبية دكتور/ محمد خضر,3.0,(2),عيادة طبية,·,"شارع اسكندرية مطروح ،بجوار, Al Queri Mosque",03 4359007,,,Directions,,,·,Closed,· Opens 9 AM,,,,,,,
,,,,https://www.google.com/maps/place/%D9%81%D9%8A%D9%84%D8%A7+%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%AD%D9%85%D8%AF+%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%B8%D8%A7%D9%87%D8%B1+%D8%A7%D9%84%D9%86%D8%AC%D8%A7%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x14f5954b7e92b503:0x713c6b2f885258f9!8m2!3d31.1034902!4d29.7519334!16s%2Fg%2F11vhhk9hrs!19sChIJA7WSfkuV9RQR-VhSiC9rPHE?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,فيلا الدكتور محمد عبدالظاهر النجار,فيلا الدكتور محمد عبدالظاهر النجار,5.0,(1),فيلا,·,,,,,Directions,,,"4Q32+9QV, Alexandria - Marsa Matrouh Rd",,,,,,,,,
,,,,https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%A7%D9%84%D8%A7%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9+%D9%84%D9%84%D8%AD%D9%8A%D9%88%D8%A7%D9%86%D8%A7%D8%AA+%D8%A7%D9%84%D8%A7%D9%84%D9%8A%D9%81%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x14f5956535e08e5b:0x63fd840f3d1cb0ee!8m2!3d31.0915634!4d29.7584325!16s%2Fg%2F11q8ycv0z9!19sChIJW47gNWWV9RQR7rAcPQ-E_WM?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عيادة الاسكندرية للحيوانات الاليفة,عيادة الاسكندرية للحيوانات الاليفة,2.5,(4),طبيب بيطري,·,Closed,010 24052115,,,Directions,,,"3QR5+J9F, Alexandria - Marsa Matrouh Rd",· Opens 12 PM,·,,,,,,,
,,,,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%B5%D8%B7%D9%81%D9%89+%D9%85%D8%AD%D9%85%D9%88%D8%AF%E2%80%AD/data=!4m7!3m6!1s0x14f594cf6ff684ab:0x92c4beb62eb8f8fc!8m2!3d31.1037832!4d29.7781141!16s%2Fg%2F11h09pdh9r!19sChIJq4T2b8-U9RQR_Pi4Lra-xJI?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور مصطفى محمود,دكتور مصطفى محمود,3.0,(2),أخصائي علاج طبيعي,·,Closed,012 22348974,,,Directions,,,Alexandria - Marsa Matrouh Rd,· Opens 10 AM,·,,,,,,,
,,,,https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A7%D8%AD%D9%85%D8%AF+%D8%A7%D9%84%D9%85%D9%86%D8%B3%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x14f59590edb87cc5:0x4eaee7d3848359a6!8m2!3d31.1008441!4d29.7749545!16s%2Fg%2F11vcm7fjrv!19sChIJxXy47ZCV9RQRplmDhNPnrk4?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عيادة دكتور احمد المنسي,عيادة دكتور احمد المنسي,,,مركز الرعاية الصحية للأطفال,·,Closed,012 21940201,https://www.facebook.com/drmansyclinicagamy?mibextid=2JQ9oc,,Website,,Directions,Alex matrouh road next to classic Elagamy,·,· Opens 2 PM,,,No reviews,,,,
,,,,https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%84%D8%B9%D9%84%D8%A7%D8%AC+%D8%A7%D9%84%D8%B7%D8%A8%D9%8A%D8%B9%D9%89%E2%80%AD/data=!4m7!3m6!1s0x14f59490ca63ade1:0x16f5de283d435772!8m2!3d31.0922094!4d29.7597825!16s%2Fg%2F11fkt7t93t!19sChIJ4a1jypCU9RQRcldDPSje9RY?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,مركز العلاج الطبيعى,مركز العلاج الطبيعى,1.0,(1),عيادة علاج طبيعي,·,الكيلو ١٧.٥، طريق اسكندرية مطروح، ابو يوسف، العجمي،,012 24781937,,,Directions,,,·,Closed,· Opens 8 AM,,,,,,,
,,,,https://www.google.com/maps/place/Dr.+Samah+Abd+El+Rasoel/data=!4m7!3m6!1s0x14f594d22697f0d1:0x77e9f9f8e78a284e!8m2!3d31.1070022!4d29.7837621!16s%2Fg%2F1wf4qsbg!19sChIJ0fCXJtKU9RQRTiiK5_j56Xc?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Dr. Samah Abd El Rasoel,,3.0,(3),صحة,·,,,https://addarea.com/addarea/page/220474/%D8%AF.-%D8%B3%D9%85%D8%A7%D8%AD-%D8%B9%D8%A8%D8%AF-%D8%A7%D9%84%D8%B1%D8%B3%D9%88%D9%84/,,Website,,Directions,23 Al Salhea Al Hashamea,,,,,,Dr. Samah Abd El Rasoel,,,
,,,,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A3%D8%AD%D9%85%D8%AF+%D8%AC%D9%84%D8%A7%D9%84%E2%80%AD/data=!4m7!3m6!1s0x14f5949602f14625:0x6b4ef62113044b47!8m2!3d31.094131!4d29.76557!16s%2Fg%2F11fl7zf2lk!19sChIJJUbxApaU9RQRR0sEEyH2Tms?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور أحمد جلال,دكتور أحمد جلال,5.0,(5),طبيب أسنان,·,"بجوار شارع مدرسة الضوى،, Alexandria - Marsa Matrouh Rd",010 12839303,,,Directions,,,·,Closed,· Opens 5 PM,,,,,,,
,,,,https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D9%81%D9%88%D8%B1+%D9%83%D9%8A%D8%AF%D8%B2%E2%80%AD/data=!4m7!3m6!1s0x14f595672f84dcfb:0x9a09602514430a34!8m2!3d31.0884146!4d29.7515816!16s%2Fg%2F11ll3tbbk6!19sChIJ-9yEL2eV9RQRNApDFCVgCZo?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,مركز فور كيدز,مركز فور كيدز,3.3,(4),مركز طبي,·,"3QQ2+9J8, طريق الإسكندرية - مرسى مطروح، العجمي البحري، قسم الدخيلة،،",012 21014325,,,Directions,,,·,Closed,· Opens 9:01 AM,,,,,,,
,,,,https://www.google.com/maps/place/**Elbezm+Dental+Clinics**+%D8%AF%D9%83%D8%AA%D9%88%D8%B1%2F%D8%AE%D8%A7%D9%84%D8%AF+%D8%A3%D8%AD%D9%85%D8%AF+%D8%A7%D9%84%D8%A8%D8%B2%D9%85%E2%80%AD/data=!4m7!3m6!1s0x14f594ce4d71cea3:0x975945fc16ff5ce5!8m2!3d31.1062749!4d29.7822225!16s%2Fg%2F1tds3rcn!19sChIJo85xTc6U9RQR5Vz_FvxFWZc?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,**Elbezm Dental Clinics** دكتور/خالد أحمد البزم,**Elbezm Dental Clinics** دكتور/خالد أحمد البزم,5.0,(5),طبيب أسنان,·,طريق إسكندرية مطروح الرئيسى ، الدرايسه ، العجمي البحري,03 3027220,http://www.dalilimedical.com/view_profiles.php?id=1111,,Website,,Directions,Closed,·,· Opens 7 PM Wed,,,,,,,
,,,,https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%B4%D9%87%D8%A7%D8%A8+%D8%A7%D9%84%D8%AF%D9%8A%D9%86+%D9%84%D9%84%D8%A3%D8%B3%D9%86%D8%A7%D9%86%E2%80%AD/data=!4m7!3m6!1s0x14f594d21f041e93:0x16e914cf432949bb!8m2!3d31.1069057!4d29.78334!16s%2Fg%2F11h3gtt8rr!19sChIJkx4EH9KU9RQRu0kpQ88U6RY?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,مركز شهاب الدين للأسنان,مركز شهاب الدين للأسنان,4.5,(2),عِيادة أسنان,·,Closed,03 9519473,,,Directions,,,Alexandria - Marsa Matrouh Rd,· Opens 10 AM,·,,,,,,,
,,,,https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%B7%D9%8A%D8%A8%D8%A9+%D9%84%D9%84%D8%A7%D8%B3%D9%86%D8%A7%D9%86%E2%80%AD/data=!4m7!3m6!1s0x14f5952b9e2189c5:0x925057645b295240!8m2!3d31.0933747!4d29.7617026!16s%2Fg%2F11tjpwtb6w!19sChIJxYkhniuV9RQRQFIpW2RXUJI?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عيادة طيبة للاسنان,عيادة طيبة للاسنان,5.0,(2),طبيب أسنان,·,Closed,012 21658459,https://www.facebook.com/profile.php?id=100086664723862,,Website,,Directions,1 Alexandria - Marsa Matrouh Rd,·,· Opens 7 PM,,,,,,,
,,,,https://www.google.com/maps/place/El+Safwa+Dental+Center+-+%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%84%D8%B5%D9%81%D9%88%D8%A9+%D9%84%D8%B7%D8%A8+%D9%88%D8%AA%D9%82%D9%88%D9%8A%D9%85+%D8%A7%D9%84%D8%A3%D8%B3%D9%86%D8%A7%D9%86%E2%80%AD/data=!4m7!3m6!1s0x14f595a5907ff301:0x52ca13a914e3d13b!8m2!3d31.0928247!4d29.7609811!16s%2Fg%2F11k_nt4z7_!19sChIJAfN_kKWV9RQRO9HjFKkTylI?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,El Safwa Dental Center - مركز الصفوة لطب وتقويم الأسنان,El Safwa Dental Center - مركز الصفوة لطب وتقويم الأسنان,2.6,(14),طبيب أسنان,·,"العجمي _ابويوسف_طريق اسكندرية مطروح الرئيسي-امام مدخل, Al Haded We Al Soulb",012 11640929,,,Directions,,,·,Closed,· Opens 11 AM,,,,,,,
,,,,https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%A7%D9%84%D8%A7%D8%B3%D8%AA%D8%B4%D8%A7%D8%B1%D9%8A+%D8%AF+%D9%85%D8%AF%D8%AD%D8%AA+%D8%B1%D9%81%D8%B9%D8%AA%E2%80%AD/data=!4m7!3m6!1s0x14f595a8d6bcb031:0xf37ce9cfe224c247!8m2!3d31.1064711!4d29.7825101!16s%2Fg%2F11jsywbmtq!19sChIJMbC81qiV9RQRR8Ik4s_pfPM?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عيادة الاستشاري د مدحت رفعت,عيادة الاستشاري د مدحت رفعت,3.6,(13),مؤسسة غير ربحية,·,العجمي طريق، امام جامع القويري,011 49626300,,,Directions,,,·,Closed,· Opens 5 PM,,,,,,,
,,,,https://www.google.com/maps/place/%D9%85%D8%B3%D8%AA%D8%B4%D9%81%D9%89+%D9%85%D8%A8%D8%B1%D9%87+%D8%A7%D9%84%D9%86%D8%AE%D9%8A%D9%84%E2%80%AD/data=!4m7!3m6!1s0x14f594c6e5cd98fd:0xf7ab08afe1204559!8m2!3d31.1009361!4d29.7734159!16s%2Fg%2F11fsls0_2w!19sChIJ_ZjN5caU9RQRWUUg4a8Iq_c?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,مستشفى مبره النخيل,مستشفى مبره النخيل,5.0,(1),مستشفى,·,,03 3182137,,,Directions,,,·,,21 Alexandria - Marsa Matrouh Rd,,,,,,,
,,,,https://www.google.com/maps/place/Dr.+Mohamedgamal+Shehata/data=!4m7!3m6!1s0x14f594e5feb652b7:0x69ebb0d5f477c540!8m2!3d31.1119812!4d29.7597273!16s%2Fg%2F1vf54w9c!19sChIJt1K2_uWU9RQRQMV39NWw62k?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Dr. Mohamedgamal Shehata,,5.0,(2),صحة,·,,012 27523958,,,Directions,,,9 Alex - Marsa Matrouh,,,,,,Dr. Mohamedgamal Shehata,,,
,,,,https://www.google.com/maps/place/%D8%A7%D9%84%D9%86%D9%88%D8%B1+%D9%84%D9%84%D8%A8%D8%B5%D8%B1%D9%8A%D8%A7%D8%AA%E2%80%AD/data=!4m7!3m6!1s0x14f595a97240137f:0x93eb071e5ba441f9!8m2!3d31.1000083!4d29.7724033!16s%2Fg%2F11h0b9q3qw!19sChIJfxNAcqmV9RQR-UGkWx4H65M?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,النور للبصريات,النور للبصريات,1.0,(1),طبيب,·,"أول، أليكس سيتي مول, Alexandria - Marsa Matrouh Rd",010 20137877,,,Directions,,,·,Closed,· Opens 12 PM,,,,,,,
,,,,https://www.google.com/maps/place/%D8%B9%D9%85%D8%A7%D8%B1%D8%A9+%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%B3%D8%A7%D9%85%D8%AD+%D9%87%D9%8A%D8%A8%D9%87+%D8%A7%D9%84%D9%82%D8%AF%D9%8A%D9%85%D9%87%E2%80%AD/data=!4m7!3m6!1s0x14f595004741836b:0x44a3904946eeed89!8m2!3d31.1079426!4d29.7818013!16s%2Fg%2F11n9cf14d1!19sChIJa4NBRwCV9RQRie3uRkmQo0Q?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عمارة دكتور سامح هيبه القديمه,عمارة دكتور سامح هيبه القديمه,,,مبنى سكني,·,,,,,Directions,,,"4Q5J+5PF, Alexandria - Marsa Matrouh Rd",,,,,No reviews,,,,
,,,,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%AF%D8%AD%D8%AA+%D8%AD%D8%A7%D8%AA%D9%85+%D9%85%D8%B5%D8%B7%D9%81%D9%89%E2%80%AD/data=!4m7!3m6!1s0x14f594c1a43a3b53:0x8ba0ed84da03f57a!8m2!3d31.1026116!4d29.7682393!16s%2Fg%2F11fktdqwp9!19sChIJUzs6pMGU9RQRevUD2oTtoIs?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور مدحت حاتم مصطفى,دكتور مدحت حاتم مصطفى,3.9,(7),طبيب أسنان,·,"شارع الهانوفيل متفرع من, Alexandria - Marsa Matrouh Rd",03 4384399,,,Directions,,,·,Closed,· Opens 12 PM,,,,,,,
,,,,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%AA%D9%88%D9%8A%D8%AA%D9%89%E2%80%AD/data=!4m7!3m6!1s0x14f594d4d6f5be83:0xbb026e4fbead93a8!8m2!3d31.1120937!4d29.788457!16s%2Fg%2F11h6g3p355!19sChIJg7711tSU9RQRqJOtvk9uArs?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور تويتى,دكتور تويتى,5.0,(1),متجر أعلاف الحيوانات,·,"بجوار شارع عبدالفتاح الطلخاوى, Alexandria - Marsa Matrouh Rd",010 28776000,,,Directions,,,·,Closed,· Opens 11 AM,,,,,,,
,,,,https://www.google.com/maps/place/%D9%85%D8%B9%D9%85%D9%84+%D8%A7%D9%84%D9%88%D8%B3%D8%A7%D9%85+%D9%84%D9%84%D8%AA%D8%AD%D8%A7%D9%84%D9%8A%D9%84+%D8%A7%D9%84%D8%B7%D8%A8%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x14f5949666670879:0x4fc49f01faa892b3!8m2!3d31.094032!4d29.7634306!16s%2Fg%2F11h1j1f903!19sChIJeQhnZpaU9RQRs5Ko-gGfxE8?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,معمل الوسام للتحاليل الطبية,معمل الوسام للتحاليل الطبية,4.9,(8),مختبر طبي,·,مدرسة الضوى، طريق اسكندرية مطروح الكيلو ١٨ بجوار شارع,012 80950797,,,Directions,,,·,Closed,· Opens 9 AM,,,,,,,
,,,,https://www.google.com/maps/place/Farahat+dental+care/data=!4m7!3m6!1s0x14f595005b3a374d:0xc658cda16b68c30f!8m2!3d31.102151!4d29.7765454!16s%2Fg%2F11vz57lc4p!19sChIJTTc6WwCV9RQRD8Noa6HNWMY?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Farahat dental care,,5.0,(3),عِيادة أسنان,·,"مدارس العجمي النموذجيه, Alexandria - Marsa Matrouh Rd",,,,Directions,,,,Closed,· Opens 11 AM,,,,Farahat dental care,,,
,,,,https://www.google.com/maps/place/%D8%B5%D9%8A%D8%AF%D9%84%D9%8A%D8%A9+%D8%AF.%D8%AE%D8%A7%D9%84%D8%AF+%D8%A7%D9%84%D8%A8%D9%8A%D9%84%D9%89%E2%80%AD/data=!4m7!3m6!1s0x14f59490b71cbaa5:0x75dec4f3ee3dcd8e!8m2!3d31.092264!4d29.7595421!16s%2Fg%2F11fl75yfx9!19sChIJpboct5CU9RQRjs097vPE3nU?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,صيدلية د.خالد البيلى,صيدلية د.خالد البيلى,4.6,(8),صيدلية,·,"امام مدرسة، الكيلو١٧.٥ طريق اسكندرية مطروح, Abou Youssef",010 80139150,,,Directions,,,·,Open 24 hours,,,,,,Delivery,,
,,,,https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%84%D8%B4%D8%B1%D9%88%D9%82+%D9%84%D8%B7%D8%A8+%D8%A7%D9%84%D8%B9%D9%8A%D9%88%D9%86%E2%80%AD/data=!4m7!3m6!1s0x14f594bf5e3b8579:0xff4908e34e5b02d3!8m2!3d31.0984894!4d29.7701636!16s%2Fg%2F11h0t5qhhd!19sChIJeYU7Xr-U9RQR0wJbTuMISf8?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,مركز الشروق لطب العيون,مركز الشروق لطب العيون,1.0,(1),مركز عناية بالعيون,·,"شارع اسكندرية مطروح, Al Hanouvel",010 66683783,,,Directions,,,·,Closed,· Opens 2 PM,,,,,,,
